friends_screen_name,created_at,friends_count,followers_count,tweet_count
nilslofgren,2011-10-18 01:13:29+08:00,19224,123448,6049
GeorgeGold79,2012-01-10 07:48:06+08:00,262,2166,1311
nick_hakim,2012-02-12 16:23:28+08:00,1132,10190,3147
washboardunion,2012-01-28 09:45:59+08:00,1295,4786,2716
DiRealShaggy,2009-06-22 22:04:39+08:00,418,125337,10867
Lola_Marsh_Band,2015-03-23 17:50:49+08:00,217,2026,947
TreySongz,2009-03-18 06:10:47+08:00,3438,13814537,14605
RealRemyMa,2009-02-17 06:29:05+08:00,67,431811,2709
iamcardib,2012-10-08 04:53:16+08:00,217,19250475,29552
JuiceWorlddd,2015-09-25 10:58:30+08:00,472,1734686,16398
tompetty,2008-01-20 11:56:51+08:00,75,456945,5616
TheKinks,2011-05-13 23:23:38+08:00,172,36089,3838
denzelcurry,2011-06-18 11:57:54+08:00,722,497638,92041
tobykeith,2009-03-20 06:15:15+08:00,3563,1227454,14496
RodneyAtkins,2008-08-03 01:55:24+08:00,608,414519,19245
UnderoathBand,2008-08-15 10:51:04+08:00,79,120279,4237
NCTsmtown_127,2017-05-31 19:17:09+08:00,4,6477897,5393
NCTsmtown,2016-01-25 14:43:53+08:00,5,7440587,5107
sofitukker,2014-04-18 06:45:27+08:00,198,27317,9630
deftones,2009-03-11 06:22:30+08:00,41,425410,2693
AliceInChains,2011-05-20 05:18:16+08:00,9,316647,1119
STPBand,2009-06-04 08:10:23+08:00,34,223945,1422
OfficialRunDMC,2010-09-03 02:22:02+08:00,107,50147,833
beastieboys,2009-02-06 02:32:35+08:00,22241,386989,466
XLRECORDINGS,2009-02-10 03:22:03+08:00,115,250123,10564
bts_bighit,2013-05-07 17:13:05+08:00,24,33912609,9733
gherbo,2011-07-15 03:45:10+08:00,886,1823309,12977
urbanxlegends,2013-10-08 06:49:39+08:00,393,6550,5319
50cent,2008-12-19 03:18:49+08:00,21,12603439,17133
UMGSA,2011-11-22 15:38:16+08:00,2024,97881,59780
LancoMusic,2013-09-10 08:42:12+08:00,413,38962,2918
DefLeppard,2009-02-23 02:20:59+08:00,23,879853,12742
stefflondon,2011-08-23 16:43:53+08:00,200,207124,11330
porches_hiii,2011-06-20 01:04:58+08:00,174,22509,2591
milesdavis,2009-10-26 23:24:37+08:00,49,33709,1567
sharonjones,2009-01-28 09:27:30+08:00,375,25648,2375
ChiefKeef,2009-06-27 18:27:52+08:00,1815,1305014,28383
dhof,2008-02-09 02:36:45+08:00,100,119200,395
TPAIN,2009-04-01 13:02:12+08:00,2388,1299967,25626
LuckyMe,2008-11-24 03:16:38+08:00,54,32306,2991
jacquesgreene,2010-08-20 01:57:56+08:00,1808,31906,25899
NoelGallagher,2010-02-12 20:06:37+08:00,4,1298165,2887
TheoryMusic,2009-02-06 06:15:44+08:00,388,134594,4557
KingJames,2009-03-07 00:25:53+08:00,182,50219649,8081
allisimpson,2009-07-24 08:02:18+08:00,56456,1233450,28692
bobimusic,2009-11-20 15:08:19+08:00,34,10702,3747
sza,2011-02-24 15:55:33+08:00,516,5295989,8409
sabrinaclaudio,2012-01-23 07:04:11+08:00,93,119139,5064
richthekid,2009-11-27 07:39:46+08:00,39,2340816,338823
1YoungTakeoff,2011-12-20 03:15:03+08:00,386,1429125,15408
QuavoStuntin,2011-09-29 01:58:30+08:00,353,3593401,15838
SabrinaAnnLynn,2009-08-08 04:46:30+08:00,5367,1623629,14550
BleacherReport,2007-03-11 07:52:36+08:00,706,10126933,145867
Camila_Cabello,2012-08-06 11:46:40+08:00,15041,12520948,13848
lilpump,2016-08-31 19:42:26+08:00,4,1067237,4301
messenger,2014-11-20 11:04:53+08:00,147,90465,5237
RealBlackCoffee,2009-05-26 02:32:37+08:00,10614,4043841,111497
jacobsartorius,2015-09-08 01:12:55+08:00,25054,1600183,5020
CliveDavis,2010-05-27 05:11:18+08:00,48,52895,1699
odesza,2012-06-13 06:24:35+08:00,934,206754,7101
kaskade,2009-01-08 10:32:42+08:00,785,1095309,38298
centurymedia,2008-11-25 02:38:34+08:00,1973,161192,10554
ThisIsPVRIS,2011-06-29 02:24:06+08:00,1,157120,2727
ScHoolboyQ,2009-03-04 12:57:56+08:00,1790,2608102,22846
JairaBurns,2010-06-16 12:57:50+08:00,3,11847,626
mreazi,2011-02-27 00:28:00+08:00,29,2548289,9535
terracemartin,2009-02-16 11:20:11+08:00,916,49205,38658
billieeilish,2013-10-23 13:51:13+08:00,0,6292672,868
dragcityrecords,2009-01-28 05:39:42+08:00,285,48743,18688
PigsAndPlans,2008-12-11 07:07:53+08:00,2949,340287,113584
LiveNation,2007-10-24 01:37:27+08:00,24009,522723,79372
wearephoenix,2009-01-22 10:12:50+08:00,1,260834,787
planetoftheapps,2017-03-16 05:46:41+08:00,135,11882,714
itsthereal,2008-09-11 04:19:13+08:00,781,37534,88574
thisissigrid,2012-09-12 15:27:30+08:00,265,83351,4186
BBMAs,2011-04-08 02:26:22+08:00,2218,3934820,9614
DistarticaBand,2012-12-13 03:01:52+08:00,109,354,1181
KikiRoweMusic,2010-05-11 02:17:07+08:00,28589,37926,15745
amyshark,2009-02-12 11:12:31+08:00,545,33114,4705
MaggieLindemann,2013-07-22 08:04:27+08:00,5190,495434,14423
BrookAndBailey,2013-01-08 17:19:10+08:00,300,326899,7392
SteveCarell,2012-02-23 02:57:30+08:00,66,5578030,164
tiktok_us,2014-03-22 02:39:40+08:00,939,1841639,73953
MetroBoomin,2009-07-29 07:08:40+08:00,2338,3718264,172339
goldenvoice,2007-08-16 07:04:46+08:00,676,62506,23129
coachella,2007-01-24 04:11:53+08:00,4,956519,4345
dangerookipawaa,2009-04-02 17:10:06+08:00,229,377247,4694
SuperDuperKyle,2010-03-15 12:10:56+08:00,566,292400,28930
noyes,2010-07-24 03:58:19+08:00,1128,11576,11774
JessieJDecker,2009-03-09 23:49:57+08:00,45355,557039,10009
ultra,2009-03-05 05:34:22+08:00,84,2069560,11340
judahandthelion,2012-05-10 00:33:38+08:00,3,43189,11222
BRAINFEEDER,2009-04-16 11:07:51+08:00,1692,97696,19658
dispatchmusic,2010-09-03 21:59:31+08:00,35,174835,1927
Jidenna,2011-01-04 09:24:23+08:00,271,189957,4298
TopDawgEnt,2008-12-26 08:20:50+08:00,15775,552957,15113
alexandrasavior,2015-06-12 01:54:07+08:00,39,10733,346
Fulwell73,2009-04-24 22:42:32+08:00,588,20512,5266
GwynethPaltrow,2011-04-21 05:36:05+08:00,199,2758037,405
jessicaalba,2009-11-25 05:17:31+08:00,1716,8686399,6638
garyvee,2007-05-04 23:32:48+08:00,15322,2500816,197645
CarpoolKaraoke,2017-02-07 10:18:42+08:00,138,72390,1067
SkipMarley,2013-10-01 23:34:20+08:00,108,77238,2757
thegreatkhalid,2013-09-11 06:45:28+08:00,1322,4979345,57951
fleetwoodmac,2012-12-15 06:47:25+08:00,3,252468,271
OkayAfrica,2009-11-24 07:51:39+08:00,1920,112119,48080
SkinnyRed,2010-03-29 15:50:57+08:00,142,237483,290
Olivertree,2013-07-03 01:10:31+08:00,1,231896,62
daddy_yankee,2009-04-30 05:15:16+08:00,95,14816958,22866
NickyJamPR,2011-02-04 04:41:50+08:00,409,3917757,9487
alinabaraz,2009-05-10 22:37:49+08:00,1730,162925,191
FFTLAST,2007-06-28 05:55:01+08:00,89,21310,1685
MarianHillMusic,2013-06-25 01:06:26+08:00,2043,94081,8013
ASITISofficial,2012-03-15 22:42:20+08:00,422,90361,14508
BRITs,2009-11-08 23:37:11+08:00,1052,744001,18255
juliamichaels,2009-11-14 02:53:55+08:00,436,245643,21970
kayla_itsines,2014-02-27 13:14:26+08:00,220,377385,22672
dinealonemusic,2009-04-15 01:49:08+08:00,1507,28299,32510
londongrammar,2010-08-20 17:07:45+08:00,172,151488,1768
Tyga,2009-03-04 12:29:52+08:00,4118,4956611,12128
aBoogieWHoodie,2016-03-19 12:33:43+08:00,13,18056,161
KillerMike,2009-02-19 09:44:57+08:00,2051,565673,126650
therealelp,2009-02-16 01:17:21+08:00,1156,274586,180
trent_reznor,2008-08-19 13:53:47+08:00,326,1629403,93
WORLDSTAR,2008-01-07 02:06:13+08:00,3010,5536393,31598
Apple,2011-09-27 13:02:03+08:00,0,6994852,0
m2m,2015-05-27 05:20:48+08:00,692,44489,5295
CBS,2009-12-19 04:16:17+08:00,938,1178651,28673
IBGDRGN,2012-07-17 05:48:58+08:00,8,8640619,4802
revolttv,2008-09-13 01:18:47+08:00,503,290933,156027
latelateshow,2014-10-01 01:40:53+08:00,960,1526752,30209
Louis_Tomlinson,2009-10-22 16:58:11+08:00,3483,35925403,7560
si_bonobo,2008-12-10 18:04:57+08:00,354,123299,128
ninjatune,2009-01-22 00:39:25+08:00,2154,146659,35187
sxsw,2007-02-21 04:39:13+08:00,11333,640421,36388
RagNBoneMan,2011-08-06 15:08:38+08:00,3613,95821,9581
DREAMERSjoinus,2010-09-24 07:31:13+08:00,521,15375,26387
PostMalone,2012-10-30 11:36:07+08:00,2813,6930994,7680
KidCudi,2011-01-27 02:34:00+08:00,15,2725279,14910
gillianwelch,2010-12-08 05:47:37+08:00,1,34331,953
michaeljackson,2009-07-07 08:24:51+08:00,0,2336731,2978
jacoblatimore,2009-04-27 03:52:25+08:00,23240,443037,45192
chloexhalle,2010-09-11 09:58:41+08:00,975,1122531,32778
DisneyMoana,2014-10-16 08:12:56+08:00,41,60867,430
AMAs,2009-07-01 06:04:29+08:00,2904,1666473,17186
JohnMayer,2011-07-15 04:48:57+08:00,572,1402681,2796
donaldglover,2009-01-21 15:32:47+08:00,0,2580889,21
RunRiverNorth,2011-10-02 04:01:57+08:00,156,7584,3940
GraceVanderWaal,2016-03-08 04:05:49+08:00,94,271190,4337
NickGrantmusic,2009-06-22 12:31:27+08:00,1371,14655,9855
alex_nevsky_,2010-01-22 08:25:13+08:00,1825,20342,1914
808TheMovie,2012-07-10 15:19:58+08:00,776,3442,1668
The_xx,2016-10-07 23:24:27+08:00,4,63633,728
NathanSykes,2009-11-18 23:49:13+08:00,5941,1393337,23811
SixxSense,2009-09-30 03:16:41+08:00,395,125473,12741
ATCQ,2007-08-24 15:54:26+08:00,100,81124,1871
Buddy,2010-01-14 12:15:42+08:00,769,92369,30663
ComplexCon,2016-02-17 00:23:35+08:00,209,27507,4168
transgressiveHQ,2009-02-03 01:07:43+08:00,2784,21760,23572
WatchTheDuck,2012-10-23 02:15:10+08:00,8247,15690,355
WestworldHBO,2014-08-14 02:27:32+08:00,462,288641,14601
sukiwaterhouse,2009-03-05 00:08:52+08:00,1615,103745,556
BeforeTheFlood_,2016-10-14 06:18:22+08:00,1278,7574,1400
McConaughey,2009-07-16 02:37:11+08:00,183,2836312,2343
TheShins,2011-07-27 01:56:19+08:00,9,54599,530
DanielCaesar,2013-09-07 11:03:07+08:00,446,415491,2583
Jeezy,2009-04-04 07:21:04+08:00,318,1304066,8636
PhoebeRyan,2010-05-07 03:10:39+08:00,1582,37837,11931
JackSavoretti,2009-04-02 04:18:36+08:00,1414,44256,9747
paparoach,2008-05-23 06:08:41+08:00,1140,604398,14931
TheOfficialA7X,2009-11-12 11:56:18+08:00,89,2022560,2175
shelleysaid,2009-10-16 10:00:15+08:00,870,108395,39258
esquire,2009-02-10 02:44:54+08:00,3512,429587,156662
HIGHVALLEY,2008-09-02 04:05:03+08:00,66398,155834,11858
londonsymphony,2009-01-20 07:43:10+08:00,15490,296141,39847
KungsMusic,2014-04-18 05:07:49+08:00,367,59872,2852
iconapop,2010-05-06 21:34:42+08:00,273,193449,9549
Nike,2011-11-19 06:31:18+08:00,118,8771004,37370
theGROWLERS,2009-06-14 03:41:11+08:00,1,37186,3062
THEQUINCAT,2010-04-10 22:03:23+08:00,477,12090,38906
James__Righton,2014-11-14 22:54:28+08:00,0,1336,1424
thelemontwigs,2014-08-28 02:56:18+08:00,170,15323,1673
jaiwolfx,2011-07-19 14:43:47+08:00,1174,61064,22605
vagrantrecords,2009-03-19 05:16:20+08:00,267,27189,2489
crxmusic,2016-06-29 06:57:16+08:00,176,6399,865
lomoon,2013-11-12 08:26:56+08:00,120,4056,2765
FACTmag,2009-01-12 21:39:13+08:00,1733,193567,90473
DisneyMusic,2008-12-11 03:10:12+08:00,274,434498,13430
tenthavenorth,2009-01-28 07:58:40+08:00,2234,248208,6263
Kehlani,2016-09-17 03:09:42+08:00,1056,2723335,7049
magikmagik,2009-09-06 15:35:45+08:00,353,1316,966
machinegunkelly,2008-12-04 13:25:52+08:00,1083,1619955,29304
RLGRIME,2011-02-13 05:31:35+08:00,299,293365,8974
DUALIPA,2010-06-10 19:04:31+08:00,1172,8722791,1399
GibbBarry,2011-05-26 08:11:44+08:00,211,64666,544
RockyHorrorFOX,2015-10-22 06:37:51+08:00,109,16721,2581
partybabylives,2015-05-25 04:18:25+08:00,338,1945,3672
Jauzofficial,2012-08-05 16:34:20+08:00,1198,235342,21006
maryjblige,2009-07-09 00:48:22+08:00,321,6095277,7064
connorpearson,2015-11-23 04:24:25+08:00,278,949,7
KevinHart4real,2009-03-07 10:02:31+08:00,555,36769031,40790
johnlegend,2008-12-19 07:42:30+08:00,1443,13882464,15815
sam3vian,2015-10-12 02:27:11+08:00,145,1766,1275
SamFeldtMusic,2013-09-25 18:36:57+08:00,102,99250,13478
NatlJazzMuseum,2009-05-26 23:07:30+08:00,321,9762,1853
ClaytonAnderson,2011-05-19 05:38:44+08:00,1214,16232,16474
solangeknowles,2008-12-27 04:54:15+08:00,163,4117402,597
NiallOfficial,2010-01-15 20:14:24+08:00,5754,41355205,18017
HillaryClinton,2013-04-10 02:04:35+08:00,947,30953174,12903
sonymusic,2009-04-01 03:38:27+08:00,1718,723298,27063
MichaelBuble,2009-04-01 01:01:38+08:00,246,2153664,3155
CraigDavid,2009-06-01 23:39:06+08:00,2662,394362,18076
Slaves,2012-01-14 21:08:37+08:00,377,66125,5340
springkingband,2009-10-06 23:04:13+08:00,379,13502,12246
SpencerLudwig,2011-10-24 12:28:34+08:00,53,9820,16554
robbiewilliams,2009-08-28 23:08:55+08:00,134,2465922,5489
JohnNewmanMusic,2011-11-27 00:23:27+08:00,0,233740,9443
deadmau5,2009-03-02 05:59:41+08:00,634,3446639,43496
ArtistHBTL,2016-03-30 02:33:21+08:00,30,1083414,1259
sampha,2009-09-02 22:14:45+08:00,139,77982,418
wethegriswolds,2011-11-07 17:26:51+08:00,10646,32668,19028
Disciples,2013-07-23 23:14:44+08:00,397,12782,4619
JKCorden,2010-11-15 19:40:04+08:00,2588,11032043,13972
YoungMAMusic,2014-06-10 21:20:54+08:00,70,409713,4332
GlassAnimals,2010-02-09 03:54:35+08:00,331,162191,12573
MercuryPrize,2008-09-03 23:28:27+08:00,479,30409,4150
CNCOmusic,2015-12-11 02:59:43+08:00,464,1541608,15541
lolomusic,2009-03-15 05:27:00+08:00,2163,22152,14003
ZackdelaRocha,2009-01-13 06:54:18+08:00,0,58912,1
boilerroomtv,2011-01-22 05:38:10+08:00,1299,344387,31915
JackBarakat,2008-12-26 03:48:21+08:00,583,1614052,1825
wearemoksi,2015-01-07 04:10:37+08:00,288,21007,8075
chacesound,2015-10-27 17:14:02+08:00,75,5410,58
PaperBirdBand,2009-04-07 04:08:46+08:00,629,2156,1792
parkermillsap,2009-05-08 14:30:28+08:00,368,7366,4782
rosielowemusic,2012-02-01 07:41:44+08:00,990,5354,8783
QueensChristine,2011-02-19 19:47:55+08:00,410,593303,12214
OVO40,2009-03-13 22:46:16+08:00,689,211237,20
LILBTHEBASEDGOD,2009-05-05 10:41:57+08:00,1403195,1252069,251983
adtr,2009-05-14 16:42:44+08:00,35,895401,3940
BrookeReese,2010-10-12 10:44:43+08:00,837,5844,34130
RoyWoods,2011-07-13 16:34:02+08:00,459,165579,953
BarbraStreisand,2009-04-29 04:14:43+08:00,158,749848,4708
OfficialRezz,2014-03-28 13:36:22+08:00,850,281832,45804
youngthug,2011-01-16 08:19:08+08:00,776,5666117,50057
WonderGirls,2009-09-16 04:45:41+08:00,33,523074,3853
marcjacobs,2010-01-30 07:53:06+08:00,1251,8636415,25897
GhibliFR,2011-07-04 23:06:08+08:00,0,25447,115
hodakotb,2009-03-19 23:46:52+08:00,1267,1287138,19103
KathieLGifford,2009-10-08 04:45:00+08:00,2403,1349559,27952
jakubimusic,2013-09-08 15:55:43+08:00,275,2229,701
iamPapaSan,2009-05-06 04:50:11+08:00,704,7424,694
DNCE,2015-08-11 07:49:10+08:00,193,279583,3311
Stranger_Things,2015-08-20 01:59:34+08:00,68,3203468,7412
ZZWard,2009-05-19 02:44:13+08:00,310,30283,8554
KodakBlack1k,2013-10-30 01:37:29+08:00,625,3815309,19616
ShayMooney,2009-12-14 11:55:32+08:00,762,125030,12831
Phantogram,2009-04-21 00:54:06+08:00,409,59131,5773
21savage,2011-03-03 14:42:26+08:00,30,4416069,13439
LindseyStirling,2011-04-29 22:42:18+08:00,2775,505137,14404
philipglass,2011-10-06 22:54:03+08:00,234,37304,7041
Interscope,2009-05-09 01:52:15+08:00,207428,749772,35390
EMPIRE,2010-07-29 08:46:52+08:00,999,56266,16842
RedCross,2007-06-02 17:36:38+08:00,34504,5172084,11520
jordanfisher,2009-03-15 14:03:26+08:00,3333,525824,28179
themarcjacobs,2010-12-11 07:06:46+08:00,49,1605710,1879
BIRDMAN5STAR,2009-05-06 14:16:46+08:00,404,2429531,10549
porterrobinson,2010-06-26 11:42:30+08:00,929,692107,16241
iamchrislane,2011-01-19 00:09:42+08:00,12750,124350,15959
HYPEBEAST,2008-12-21 23:54:27+08:00,104,764851,175679
toto99com,2010-02-23 06:39:02+08:00,29,70273,1176
boniver,2010-02-19 06:31:29+08:00,201,749278,1569
MotleyCrue,2009-06-02 04:50:13+08:00,20,725848,1946
NikkiSixx,2010-03-12 08:31:57+08:00,406,857728,28387
Shirazeeonline,2009-04-28 13:17:32+08:00,301,1789,4821
NeckDeepUK,2012-06-11 05:41:52+08:00,361,221805,14980
passengermusic,2010-05-21 05:49:49+08:00,491,403244,3046
BroadwayLeague,2009-08-05 07:38:12+08:00,585,68182,9518
hernameisBANKS,2012-12-18 07:51:21+08:00,430,440823,3423
castingcrowns,2008-06-21 04:51:15+08:00,61,543172,3428
TBSOfficial,2009-03-25 09:06:06+08:00,15931,144173,27354
TheGetDown,2014-04-11 01:46:49+08:00,225,30255,1097
WildBeasts,2009-06-14 04:24:51+08:00,890,28230,2869
netflix,2008-10-03 12:16:17+08:00,1917,13420331,41089
DonnyMcCaslin,2009-09-17 11:11:02+08:00,1239,10578,1727
Beat_Bugs,2015-02-27 02:58:18+08:00,112,2385,1350
danauerbach,2012-09-06 03:34:33+08:00,33,111850,810
SuicideSquadWB,2015-07-14 01:44:05+08:00,27,489136,2918
jerrygarcia,2012-08-11 17:40:35+08:00,447,44909,2899
PaulSmithDesign,2009-03-24 00:27:22+08:00,1584,149141,10521
AtlanticRecords,2009-03-15 05:07:28+08:00,1072,658602,35149
stwosound,2013-02-20 17:14:36+08:00,435,31544,9111
AppStoreES,2016-07-13 09:47:41+08:00,55,130194,2890
OMandM,2009-08-02 05:23:33+08:00,226,877741,10455
madeintyo,2014-09-16 11:28:08+08:00,121276,402033,39547
CrownTheEmpire,2010-06-02 04:18:50+08:00,1317,154801,6341
UsTheDuo,2011-10-28 15:52:40+08:00,5892,186619,7109
CherLloyd,2010-10-30 17:56:49+08:00,9720,6567744,6509
badreligion,2010-02-06 03:51:53+08:00,29,169074,965
ChiliPeppers,2011-05-12 04:57:42+08:00,6,2565120,1879
offspring,2009-05-01 01:01:38+08:00,610,254003,7607
UKMoments,2014-01-17 23:28:22+08:00,13,66157,67096
Sum41,2009-04-07 11:52:59+08:00,1357,367137,6966
riseagainst,2009-03-20 07:02:14+08:00,261,322054,3479
BillyTalentBand,2009-06-25 04:34:33+08:00,52,200232,584
MsBettyWright,2011-01-04 05:02:02+08:00,787,31650,14416
CelloGoddess,2009-02-28 07:57:17+08:00,833,2823,2615
gucci1017,2009-06-13 06:52:05+08:00,1,9256085,20956
MOMOMOYOUTH,2010-11-15 01:33:33+08:00,572,238869,7140
saddlecreek,2008-11-12 07:54:23+08:00,306,28910,12225
davidnail,2009-01-17 00:14:24+08:00,477,245092,22621
MedasinMusic,2013-06-20 13:05:58+08:00,654,42899,485
iamkevingates,2009-04-22 12:10:38+08:00,209,1682419,9086
RaeSremmurd,2013-12-09 05:59:45+08:00,40,760065,14014
olivia_holt,2010-07-07 01:10:57+08:00,439,1038283,15756
TwitterMoments,2015-06-30 09:06:59+08:00,12,804365,84315
lilyachty,2010-08-06 07:34:12+08:00,733,5469492,51377
djsnake,2009-03-01 09:13:17+08:00,3337,1741462,25656
SPIFFTvFilms,2009-11-11 07:14:07+08:00,1885,90968,23492
LILUZIVERT,2013-07-17 08:53:57+08:00,30,8535088,14353
TPROfficial,2010-08-05 06:18:37+08:00,372,218069,1699
ThomSonny,2009-02-03 22:10:44+08:00,1496,12538,25421
CameronCrowe,2011-04-01 04:31:06+08:00,1245,143784,3962
chloefashion,2009-03-25 21:19:47+08:00,2,393905,78
shura,2010-10-14 23:58:19+08:00,1360,42552,11277
switchfoot,2009-01-07 23:58:12+08:00,58189,345145,7781
_JoeyAlexander,2013-05-20 16:41:32+08:00,556,16451,3738
ChevelleInc,2009-02-04 06:27:25+08:00,2,127619,2106
destructoamf,2009-02-14 01:45:25+08:00,1783,58192,25961
HARDFEST,2009-03-19 12:34:59+08:00,407,80053,19083
clammyclams,2009-05-20 02:39:50+08:00,488,78633,11285
CoreyTaylorRock,2010-08-03 00:12:48+08:00,1343,678213,14048
MetOpera,2009-03-04 07:30:43+08:00,355,246110,7891
brendonurie,2009-04-01 05:44:48+08:00,393,2132908,3571
SHO_Roadies,2015-03-31 00:07:06+08:00,166,6936,1875
metronomy,2009-06-05 20:49:04+08:00,251,73810,2231
theavettbros,2009-04-24 22:18:32+08:00,2842,197532,6148
officialkaleo,2013-05-31 01:25:13+08:00,164,53668,1253
Ghostbusters,2014-03-21 03:14:19+08:00,114,114071,15454
petewentz,2008-09-13 05:34:37+08:00,447,6122152,19543
stitchedupheart,2010-10-09 14:39:28+08:00,415,110816,13724
JonPardi,2010-05-09 04:58:02+08:00,514,338433,8924
fosterthepeople,2010-02-23 18:38:52+08:00,14392,906123,6076
HAIMtheband,2010-03-26 21:59:02+08:00,435,1188652,3708
OfficialTFK,2009-02-13 01:49:10+08:00,12916,110866,5964
Yelawolf,2009-05-05 07:02:03+08:00,789,498713,93
tylerthecreator,2010-07-15 06:32:25+08:00,105,8842278,41322
asvpxrocky,2009-06-24 10:23:04+08:00,342,2779364,233
xdannyxbrownx,2008-12-07 01:24:49+08:00,32622,469454,51393
FAKERS_band,2014-12-29 09:01:14+08:00,10,172,122
Compassion_Fund,2013-07-30 23:57:04+08:00,41,275,167
maggierogers,2013-09-30 02:33:14+08:00,491,158921,6276
Much,2007-04-14 03:31:21+08:00,622,899685,62157
marshmellomusic,2015-01-21 04:25:20+08:00,1008,2435643,9611
SlushiiMusic,2011-03-03 08:18:49+08:00,1,181465,182
i_am_OTHER,2011-04-22 10:56:20+08:00,273,66058,11820
KIIARA,2015-05-30 09:32:47+08:00,16,50312,10634
jonbellion,2009-11-03 00:57:22+08:00,73,1601215,333
youngthegiant,2009-01-17 13:32:46+08:00,404,144453,6961
JesseKONGOS,2011-01-14 02:54:23+08:00,118,5566,966
dannyKONGOS,2011-01-18 04:57:29+08:00,69,5540,71
JohnnyKongos,2011-01-14 03:08:03+08:00,76,4863,6
DylanKONGOS,2011-01-18 05:39:47+08:00,1,6009,23
CyberPunkJazz,2012-07-29 20:09:38+08:00,874,2751,27
ThatKevinSmith,2008-05-07 09:18:24+08:00,69,3104027,37261
FRANKIEmusic,2013-02-21 08:10:27+08:00,3274,6054,9438
HamiltonMusical,2014-11-06 14:33:27+08:00,327,1088931,10776
leslieodomjr,2012-01-29 00:37:11+08:00,1887,536279,15479
alligator1971,2009-05-15 06:40:15+08:00,356,13448,6183
ghostly,2008-07-25 01:53:58+08:00,81122,114856,76456
george_ezra,2012-04-20 06:20:27+08:00,499,683939,13119
bassnectar,2009-03-06 12:01:16+08:00,12256,288379,22510
CageTheElephant,2009-01-22 23:01:28+08:00,2591,1176554,9984
tompeterodell,2010-02-11 00:45:02+08:00,279,219389,4711
FitzAndTantrums,2009-02-23 17:01:08+08:00,11,52427,7287
FitzOfficial,2011-08-26 06:17:36+08:00,1557,1736,4084
Bahari,2014-07-19 06:16:36+08:00,947,18149,3312
EspinozaOficial,2010-05-21 05:08:19+08:00,159,3273018,9120
travisbarker,2009-02-24 07:14:33+08:00,1913,1535944,17822
guardianmusic,2008-06-20 17:23:52+08:00,411,398376,43531
hellyeahband,2008-12-05 06:16:59+08:00,67,331351,5229
VOLBEAT,2009-02-15 03:52:29+08:00,58,151500,980
AlexanderWangNY,2011-02-12 10:04:23+08:00,227,730370,4344
_MAXWELL_,2008-09-26 12:43:18+08:00,988,1171438,16375
TheSAMAs,2008-12-18 13:18:54+08:00,455,218740,15339
mustard,2009-04-09 03:09:42+08:00,1335,401662,41576
Power106LA,2009-01-29 04:00:31+08:00,1598,329418,57646
SFJAZZCollectiv,2011-01-19 03:30:57+08:00,359,5874,2918
zaralarsson,2012-11-23 22:19:11+08:00,3113,1494408,3588
IAmAlanWalker,2014-06-12 01:03:23+08:00,626,807906,2529
GoodOldWar,2009-05-04 23:48:54+08:00,2027,13115,6009
SFJAZZ,2010-04-09 03:36:51+08:00,1106,26176,34628
moagrecords,2011-06-23 05:23:45+08:00,10,6642,876
SoGallant,2009-03-09 00:38:22+08:00,171,102996,6201
WeAreDeLaSoul,2011-05-16 05:53:48+08:00,920,151283,4001
oliverelkhatib,2015-06-03 01:39:25+08:00,154,32482,333
thestrokes,2009-08-29 02:20:37+08:00,7,636725,819
TheAvalanches,2008-09-25 05:29:00+08:00,1042,47565,2954
cmorganmusic,2009-02-28 05:28:58+08:00,791,263531,7191
RoJamesXIX,2008-12-31 00:49:56+08:00,1328,32162,2313
jillianchappy,2009-05-07 07:54:25+08:00,158,6621,7642
MyUNiDAYS,2011-03-14 17:28:57+08:00,2249,71875,35425
opry,2009-01-30 23:45:36+08:00,2019,699026,36894
DieAntwoord,2009-04-28 17:18:45+08:00,8,238797,15
thelegofgrandma,2014-02-26 02:21:36+08:00,259,9642,899
YG,2009-04-07 06:09:38+08:00,485,3370958,36429
MarjorieFairUSA,2016-02-16 06:15:10+08:00,111,114,75
6LACK,2009-03-28 08:05:02+08:00,1014,1039177,154688
EscondidoBand,2010-05-18 03:06:25+08:00,612,2408,2249
ComedyCentral,2009-03-12 04:52:09+08:00,6398,1589304,101554
TODAYshow,2007-07-27 03:56:22+08:00,7880,4199710,188671
HOT97,2008-05-21 17:45:22+08:00,993,1099752,9796
BEARTOOTHband,2012-11-25 06:20:52+08:00,111,112580,1251
AngryBirds,2008-11-12 19:35:32+08:00,156,573306,84739
devildriver,2015-12-08 04:02:16+08:00,266,8735,1020
djlukenastyy,2009-08-25 21:35:45+08:00,1195,10503,61685
JODYHiGHROLLER,2009-04-06 16:23:59+08:00,3491,621592,70610
MacyGraysLife,2009-04-16 06:20:56+08:00,829,62340,12730
astronautalis,2009-03-18 04:40:49+08:00,508,16721,752
AmonJohan,2012-04-16 12:52:29+08:00,208,53935,7526
TheBeachBoys,2012-02-14 07:09:12+08:00,50,83934,1554
U2,2009-01-11 05:46:37+08:00,39,1587342,3741
Migos,2011-08-11 21:00:19+08:00,8,3546712,99433
thedarkness,2011-02-28 19:19:41+08:00,1470,55041,8073
whitelungband,2015-10-24 04:40:38+08:00,76,2882,696
robertglasper,2010-06-13 01:49:06+08:00,1094,123231,12690
monsterchildren,2010-07-26 10:27:10+08:00,1081,8737,7547
